,popularity,director,runtime,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj,profit_adj,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,release_month,runtime_levels
9827,0.292586,Bryan Forbes,117,1975-02-12,24,6.5,1975,8914006.57853685,138781054.170417,129867047.59188016,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,February,very long
9828,0.289443,Kevin Connor,90,1975-08-13,15,5.7,1975,6077731.75809331,138781054.170417,132703322.4123237,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,August,short
9829,0.289363,Gene Wilder,91,1975-01-01,16,5.8,1975,6077731.75809331,138781054.170417,132703322.4123237,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,January,normal
9830,0.277357,Sidney Lumet,125,1975-08-11,312,7.2,1975,7293278.10971197,189081703.353206,181788425.24349403,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,August,very long
9831,0.273975,Clint Eastwood,123,1975-05-21,35,6.2,1975,7293278.10971197,57535860.6432833,50242582.53357133,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,May,very long
9832,0.0718299999999999,David Cronenberg,87,1975-10-10,43,5.8,1975,725275.989799135,57535860.6432833,56810584.653484166,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,October,short
9833,0.269347,Jeannot Szwarc,99,1975-06-06,10,6.5,1975,725275.989799135,57535860.6432833,56810584.653484166,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,June,normal
9834,0.201765,Herbert Ross,111,1975-11-06,11,7.0,1975,725275.989799135,57535860.6432833,56810584.653484166,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,November,long
9835,0.335421,Norman Jewison,125,1975-06-25,39,5.8,1975,725275.989799135,121554635.161866,120829359.17206685,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,June,very long
9836,0.222136,Robert Wise,125,1975-12-25,14,6.6,1975,60777317.5809331,121554635.161866,60777317.58093289,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,December,very long
9837,0.186184,Michelangelo Antonioni,121,1975-02-28,28,6.8,1975,60777317.5809331,121554635.161866,60777317.58093289,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,February,very long
9838,0.178136,Hal Ashby,109,1975-03-13,13,6.4,1975,60777317.5809331,121554635.161866,60777317.58093289,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,March,long
9839,0.167481,John Milius,119,1975-10-26,22,6.4,1975,60777317.5809331,121554635.161866,60777317.58093289,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,October,very long
9840,0.162767,Stuart Millar,108,1975-10-17,18,5.6,1975,60777317.5809331,32503709.442283,-28273608.1386501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,October,long
9841,0.160002,Jack Starrett,88,1975-06-01,12,6.9,1975,60777317.5809331,32503709.442283,-28273608.1386501,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,June,short
9842,0.142927,Norman Tokar,100,1975-07-01,21,6.6,1975,60777317.5809331,32503709.442283,-28273608.1386501,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,July,long
9843,0.125881,Ellen Hovde|Muffie Meyer|Albert Maysles|David Maysles,100,1975-09-27,22,7.2,1975,60777317.5809331,32503709.442283,-28273608.1386501,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,September,long
9844,0.017468,Arthur Penn,100,1975-06-11,18,6.1,1975,60777317.5809331,32503709.442283,-28273608.1386501,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,June,long
9845,0.05693,Dan Curtis,72,1975-03-04,14,5.8,1975,60777317.5809331,32503709.442283,-28273608.1386501,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,March,short
9846,0.065941,Robert Clouse,94,1975-01-01,11,3.8,1975,60777317.5809331,32503709.442283,-28273608.1386501,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,January,normal
9847,0.045647,Jack Arnold,93,1975-08-17,20,7.3,1975,60777317.5809331,32503709.442283,-28273608.1386501,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,August,normal
9848,0.032936,Ralph Bakshi,100,1975-08-20,14,5.5,1975,60777317.5809331,32503709.442283,-28273608.1386501,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,August,long
9849,3.170651,Terence Young,110,2062-10-04,560,6.7,1962,7929293.766638,429623553.174204,421694259.407566,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,October,long
9850,1.168767,David Lean,216,2062-12-10,517,7.5,1962,108126733.181427,504591421.513327,396464688.3319,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,December,very long
9851,0.823779,Stanley Kubrick,153,2062-06-13,168,6.9,1962,14416897.7575236,504591421.513327,490174523.7558034,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,June,very long
9852,0.810805,Robert Mulligan,129,2062-12-25,317,7.7,1962,14416897.7575236,94645823.6770153,80228925.91949171,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,December,very long
9853,0.630948,John Frankenheimer,126,2062-10-24,72,7.0,1962,15858587.533276,94645823.6770153,78787236.14373931,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,October,very long
9854,0.613969,Howard Hawks,157,2062-06-19,20,5.0,1962,15858587.533276,94645823.6770153,78787236.14373931,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,June,very long
9855,0.61008,J. Lee Thompson,105,2062-04-12,40,7.0,1962,15858587.533276,94645823.6770153,78787236.14373931,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,April,long
9856,0.526108,John Ford|Henry Hathaway|George Marshall|Richard Thorpe,162,2062-11-01,37,6.1,1962,108126733.181427,360422443.938091,252295710.75666398,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,November,very long
9857,0.519949,Lewis Milestone,178,2062-11-08,35,6.0,1962,108126733.181427,360422443.938091,252295710.75666398,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,November,very long
9858,0.507078,John Ford,123,2062-04-22,134,7.1,1962,23067036.4120378,57667591.0300945,34600554.6180567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,April,very long
9859,0.478769,Rudolph Mat̩,114,2062-08-01,15,5.8,1962,23067036.4120378,57667591.0300945,34600554.6180567,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,August,very long
9860,0.341718,Blake Edwards,123,2062-01-01,12,5.9,1962,23067036.4120378,57667591.0300945,34600554.6180567,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,January,very long
9861,0.328639,Tony Richardson,104,2062-09-20,14,6.7,1962,23067036.4120378,57667591.0300945,34600554.6180567,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,September,long
9862,0.323933,Morton DaCosta,151,2062-06-19,15,5.4,1962,23067036.4120378,57667591.0300945,34600554.6180567,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,June,very long
9863,0.275157,Peter Graham Scott,80,2062-06-13,10,5.0,1962,23067036.4120378,57667591.0300945,34600554.6180567,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,June,short
9864,0.274348,Robert Aldrich,135,2062-10-31,53,6.8,1962,7064279.90118658,57667591.0300945,50603311.12890792,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,October,very long
9865,0.265925,Orson Welles,118,2062-12-21,25,6.0,1962,7064279.90118658,57667591.0300945,50603311.12890792,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,December,very long
9866,0.23941,John Frankenheimer,143,2062-07-03,19,6.4,1962,19102389.5287188,22346191.5241616,3243801.9954428,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,July,very long
9867,0.235542,Vittorio De Sica|Federico Fellini|Luchino Visconti|Mario Monicelli,208,2062-02-22,12,6.5,1962,908.264558723989,22346191.5241616,22345283.259602875,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,February,very long
9868,0.232756,Ken Annakin|Andrew Marton|Bernhard Wicki,178,2062-09-25,132,6.9,1962,72084488.7876181,22346191.5241616,-49738297.2634565,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,September,very long
9869,0.215748,Joseph Green,82,2062-02-25,12,4.9,1962,446923.830483232,22346191.5241616,21899267.693678368,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,February,short
9870,0.210018,Blake Edwards,117,2062-12-26,15,7.0,1962,446923.830483232,22346191.5241616,21899267.693678368,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,December,very long
9871,0.461577,Arthur Penn,106,2062-05-22,22,6.8,1962,3604224.43938091,18021122.1969045,14416897.757523589,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,May,long
9872,0.153654,Roger Corman,89,2062-07-04,13,6.2,1962,3604224.43938091,18021122.1969045,14416897.757523589,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,July,short
9873,0.142676,Ray Milland,93,2062-07-05,12,5.6,1962,3604224.43938091,18021122.1969045,14416897.757523589,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,July,normal
9874,0.137091,Roger Corman,81,2062-03-07,12,5.8,1962,3604224.43938091,9010561.09845227,5406336.65907136,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,March,short
9875,0.322993,Robert Stevenson,98,2062-12-01,11,5.9,1962,3604224.43938091,9010561.09845227,5406336.65907136,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,December,normal
9876,0.116961999999999,Don Siegel,90,2062-06-26,13,5.6,1962,3604224.43938091,9010561.09845227,5406336.65907136,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,June,short
9877,0.115188,Herk Harvey,78,2062-09-26,33,6.9,1962,216253.466362854,9010561.09845227,8794307.632089416,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,September,short
9878,0.209355,Sam Peckinpah,94,2062-06-20,14,7.3,1962,216253.466362854,9010561.09845227,8794307.632089416,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,June,normal
9879,0.050657,Otto Preminger,139,2062-06-06,12,7.0,1962,216253.466362854,9010561.09845227,8794307.632089416,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,June,very long
9880,0.038819,Delbert Mann,99,2062-06-14,16,5.6,1962,216253.466362854,9010561.09845227,8794307.632089416,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,June,normal
9881,3.153791,Guy Hamilton,110,2064-09-17,602,7.0,1964,24605935.9359851,878080399.544157,853474463.6081719,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,September,long
9882,2.210475,Stanley Kubrick,95,2064-01-29,804,7.7,1964,12654481.3385066,66367636.5857928,53713155.2472862,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,January,normal
9883,1.987819,Robert Stevenson,139,2064-08-27,613,7.2,1964,42181604.4616889,719004619.588715,676823015.1270261,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,August,very long
9884,0.812194,Richard Lester,88,2064-07-06,92,6.9,1964,3515133.70514074,7034127.02708972,3518993.3219489795,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,July,short
9885,0.697491,Larry Roemer,52,2064-12-06,85,6.8,1964,3515133.70514074,7034127.02708972,3518993.3219489795,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,December,short
9886,0.663446,Alfred Hitchcock,130,2064-07-09,94,7.2,1964,15010752.794004,49211871.8719703,34201119.0779663,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,July,very long
9887,0.633882,George Cukor,170,2064-10-21,184,7.1,1964,119514545.974785,506179253.540266,386664707.56548095,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,October,very long
9888,0.626005,Blake Edwards,102,2064-06-23,44,7.1,1964,119514545.974785,86951992.4129354,-32562553.561849594,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,June,long
9889,0.451661,Ubaldo Ragona|Sidney Salkow,86,2064-03-08,33,6.4,1964,119514545.974785,86951992.4129354,-32562553.561849594,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,March,short
9890,0.349468,Roger Corman,90,2064-06-24,22,6.3,1964,119514545.974785,86951992.4129354,-32562553.561849594,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,June,short
9891,0.371976,George Pollock,93,2064-06-01,10,6.7,1964,119514545.974785,86951992.4129354,-32562553.561849594,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,June,normal
9892,0.581833,Sidney Lumet,112,2064-10-07,27,6.9,1964,119514545.974785,86951992.4129354,-32562553.561849594,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,October,long
9893,0.306872,Cy Endfield,138,2064-01-22,65,6.6,1964,119514545.974785,86951992.4129354,-32562553.561849594,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,January,very long
9894,0.294102,Norman Jewison,100,2064-10-14,13,4.8,1964,119514545.974785,86951992.4129354,-32562553.561849594,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,October,long
9895,0.28039,Gerald Thomas,94,2064-11-08,12,6.1,1964,119514545.974785,86951992.4129354,-32562553.561849594,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,November,normal
9896,0.194002,Arthur Lubin,99,2064-03-28,22,6.1,1964,119514545.974785,86951992.4129354,-32562553.561849594,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,March,normal
9897,0.27553,John Frankenheimer|Arthur Penn,133,2064-09-21,32,6.8,1964,119514545.974785,86951992.4129354,-32562553.561849594,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,September,very long
9898,0.266926,George Sidney,85,2064-05-20,12,5.7,1964,119514545.974785,86951992.4129354,-32562553.561849594,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,May,short
9899,0.2196,Samuel Fuller,90,2064-10-29,17,6.3,1964,119514545.974785,86951992.4129354,-32562553.561849594,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,October,short
9900,0.160098,Terence Fisher,83,2064-10-18,11,6.0,1964,119514545.974785,86951992.4129354,-32562553.561849594,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,October,short
9901,0.201561,John Frankenheimer,118,2064-02-12,15,6.4,1964,119514545.974785,86951992.4129354,-32562553.561849594,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,February,very long
9902,0.199807,Richard Quine,110,2064-03-01,26,5.9,1964,119514545.974785,86951992.4129354,-32562553.561849594,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,March,long
9903,0.185261,Michelangelo Antonioni,120,2064-09-04,26,6.8,1964,119514545.974785,86951992.4129354,-32562553.561849594,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,September,very long
9904,0.194941,Mihalis Kakogiannis,142,2064-12-14,20,6.6,1964,5504699.3822504,86951992.4129354,81447293.03068501,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,December,very long
9905,0.182922,John Huston,125,2064-08-06,15,5.7,1964,21090802.2308444,84363208.9233778,63272406.692533396,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,August,very long
9906,0.181466,Don Siegel,93,2064-07-07,10,4.7,1964,21090802.2308444,84363208.9233778,63272406.692533396,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,July,normal
9907,0.178025,Byron Haskin,110,2064-06-01,16,6.4,1964,8436320.89233778,84363208.9233778,75926888.03104001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,June,long
9908,0.177655,Paul Henreid,115,2064-02-19,11,6.7,1964,8436320.89233778,84363208.9233778,75926888.03104001,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,February,very long
9909,0.161951,Bryan Forbes,111,2064-06-19,10,6.4,1964,8436320.89233778,84363208.9233778,75926888.03104001,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,June,long
9910,0.152208999999999,Roger Corman,81,2064-11-01,19,5.6,1964,8436320.89233778,84363208.9233778,75926888.03104001,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,November,short
9911,0.131149,Jules Dassin,119,2064-09-02,15,5.2,1964,8436320.89233778,84363208.9233778,75926888.03104001,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,September,very long
9912,0.122269,Howard Hawks,120,2064-01-29,12,4.9,1964,8436320.89233778,84363208.9233778,75926888.03104001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,January,very long
9913,0.11942,Ralph Nelson,118,2064-10-12,34,6.3,1964,8436320.89233778,84363208.9233778,75926888.03104001,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,October,very long
9914,0.107326,Billy Wilder,125,2064-12-22,13,6.5,1964,24605935.9359851,84363208.9233778,59757272.987392694,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,December,very long
9915,0.127679,John Ford,154,2064-10-03,14,5.5,1964,24605935.9359851,84363208.9233778,59757272.987392694,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,October,very long
9916,0.082856,Nathan H. Juran,103,2064-07-01,12,5.7,1964,24605935.9359851,84363208.9233778,59757272.987392694,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,July,long
9917,0.068176,Gordon Douglas,123,2064-06-24,12,5.2,1964,24605935.9359851,84363208.9233778,59757272.987392694,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,June,very long
9918,0.067621,Arthur Hiller,115,2064-10-27,11,4.6,1964,24605935.9359851,84363208.9233778,59757272.987392694,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,October,very long
9919,0.060425,Peter Glenville,148,2064-03-11,14,6.6,1964,24605935.9359851,84363208.9233778,59757272.987392694,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,March,very long
9920,0.057243,Kenneth Anger,28,2064-01-01,11,5.7,1964,24605935.9359851,84363208.9233778,59757272.987392694,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,January,short
9921,0.0154759999999999,Robert Aldrich,133,2064-12-15,14,5.3,1964,24605935.9359851,84363208.9233778,59757272.987392694,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,December,very long
9922,0.00899,Herschell Gordon Lewis,87,2064-03-20,13,6.5,1964,456967.381668296,84363208.9233778,83906241.5417095,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,March,short
9923,3.072555,Stanley Kubrick,136,2071-12-18,1786,7.7,1971,11847428.8117621,143186947.579974,131339518.7682119,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,December,very long
9924,2.430667,Mel Stuart,100,2071-06-29,434,7.2,1971,16155584.7433119,21540779.6577493,5385194.914437398,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,June,long
9925,1.75511699999999,Guy Hamilton,120,2071-12-13,331,6.2,1971,38773403.3839487,624682610.07473,585909206.6907814,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,December,very long
9926,0.984256,Robert Mulligan,103,2071-04-09,11,6.6,1971,38773403.3839487,624682610.07473,585909206.6907814,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,April,long
9927,0.885391,Don Siegel,102,2071-12-22,300,7.2,1971,21540779.6577493,193737772.241797,172196992.5840477,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,December,long
9928,0.861629999999999,Don Taylor,98,2071-05-20,125,6.2,1971,13462987.2860933,66501260.4048697,53038273.118776396,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,May,normal
9929,0.735185,Sam Peckinpah,118,2071-12-29,84,6.8,1971,11847428.8117621,17511544.5115978,5664115.699835701,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,December,very long
9930,0.632691,Boris Sagal,98,2071-08-01,53,5.7,1971,11847428.8117621,17511544.5115978,5664115.699835701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,August,normal
9931,0.630778,Robert Stevenson,117,2071-10-07,137,6.6,1971,107703898.288746,17511544.5115978,-90192353.7771482,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,October,very long
9932,0.627942,George Lucas,86,2071-03-11,125,6.1,1971,4184296.4485178,13123720.0064837,8939423.5579659,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,March,short
9933,0.625188,Hal Ashby,91,2071-12-20,112,7.4,1971,6462233.89732479,13123720.0064837,6661486.10915891,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,December,normal
9934,0.604241,William Friedkin,104,2071-10-09,201,7.0,1971,9693350.84598719,221647928.880961,211954578.0349738,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,October,long
9935,0.560488,Clint Eastwood,102,2071-11-03,33,5.8,1971,3904266.31296706,57083066.0930357,53178799.780068636,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,November,long
9936,0.553366,Ian MacNaughton,88,2071-09-28,56,6.9,1971,3904266.31296706,57083066.0930357,53178799.780068636,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,September,short
9937,0.529922,Burt Kennedy,85,2071-11-08,15,6.5,1971,3904266.31296706,57083066.0930357,53178799.780068636,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,November,short
9938,0.483561,Jerry Schatzberg,110,2071-07-13,31,6.0,1971,8858645.6342494,57083066.0930357,48224420.458786294,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,July,long
9939,0.462681,Steven Spielberg,90,2071-11-10,166,7.0,1971,2423337.71149679,57083066.0930357,54659728.381538905,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,November,short
9940,0.454247999999999,Mike Hodges,112,2071-03-03,52,7.0,1971,4038896.18582799,57083066.0930357,53044169.907207705,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,March,long
9941,0.448675,Woody Allen,82,2071-04-28,76,6.5,1971,10770389.8288746,57083066.0930357,46312676.264161095,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,April,short
9942,0.392606,Ted Kotcheff,114,2071-07-21,22,7.1,1971,10770389.8288746,57083066.0930357,46312676.264161095,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,July,very long
9943,0.363941,Roman Polanski,140,2071-10-13,39,6.4,1971,10770389.8288746,57083066.0930357,46312676.264161095,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,October,very long
9944,0.357413,Robert Wise,131,2071-03-12,70,6.7,1971,35003766.9438426,57083066.0930357,22079299.1491931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,March,very long
9945,0.354036,George Sherman,110,2071-05-26,29,6.4,1971,35003766.9438426,57083066.0930357,22079299.1491931,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,May,long
9946,0.327996,Monte Hellman,102,2071-07-07,23,5.8,1971,4577415.67727173,57083066.0930357,52505650.41576397,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,July,long
9947,0.326818,Nicolas Roeg,100,2071-07-01,34,7.1,1971,4577415.67727173,57083066.0930357,52505650.41576397,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,July,long
9948,0.317925,Gordon Parks,100,2071-07-02,30,6.2,1971,21540779.6577493,65277275.608352,43736495.950602695,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,July,long
9949,0.306073,Sergio Leone,157,2071-10-20,71,7.4,1971,21540779.6577493,65277275.608352,43736495.950602695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,October,very long
9950,0.291077,Norman Jewison,181,2071-11-03,68,6.6,1971,48466754.2299359,56029345.0041277,7562590.774191804,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,November,very long
9951,0.369308,Peter Bogdanovich,118,2071-10-03,42,7.0,1971,7000753.38876852,156886883.442302,149886130.05353346,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,October,very long
9952,0.275523,Richard C. Sarafian,99,2071-01-15,48,7.1,1971,7000753.38876852,389168143.556371,382167390.1676025,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,January,normal
9953,0.265807,Robert Altman,120,2071-06-24,33,6.8,1971,7000753.38876852,389168143.556371,382167390.1676025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,June,very long
9954,0.269066,Peter Duffell,102,2071-06-16,12,6.1,1971,7000753.38876852,389168143.556371,382167390.1676025,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,June,long
9955,0.26766,Sidney Lumet,99,2071-06-17,17,6.4,1971,7000753.38876852,389168143.556371,382167390.1676025,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,June,normal
9956,0.272856,John Schlesinger,110,2071-07-01,10,6.8,1971,7000753.38876852,389168143.556371,382167390.1676025,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,July,long
9957,0.21439,Alan J. Pakula,114,2071-06-21,36,6.1,1971,13462987.2860933,389168143.556371,375705156.2702777,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,June,very long
9958,0.197685,Dalton Trumbo,111,2071-08-04,27,7.0,1971,13462987.2860933,389168143.556371,375705156.2702777,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,August,long
9959,0.188379,Lee H. Katzin,104,2071-06-23,27,6.8,1971,13462987.2860933,389168143.556371,375705156.2702777,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,June,long
